Surname;GivenName;Gender;Age;Birthday;Centimeters;Kilograms;ZipCode;StreetAddress;City;TelephoneNumber;id
Rouze       ;Nicolette ;female;33;3/21/1991;167;61.4;97180;75 rue Pierre Motte          ;SAINTE-ANNE         ;543.174.996;38066
Chesnay     ;Laurette  ;female;53;1/9/1971;166;75.9;33150;26 rue Porte d'Orange        ;CENON               ;559.171.233;38067
Ayot        ;Royale    ;female;51;4/21/1973;153;52.6;94500;51 place Maurice-Charretier  ;CHAMPIGNY-SUR-MARNE ;112.885.663;38068
Dupont      ;Éléonore  ;female;21;9/6/2002;172;97.9;59430;24 rue de la Hulotais        ;SAINT-POL-SUR-MER   ;315.456.522;38069
Bolduc      ;Amorette  ;female;59;3/14/1965;164;94.5;78600;99 avenue Voltaire           ;MAISONS-LAFFITTE    ;197.347.666;38070
Baril       ;Corinne   ;female;29;4/20/1995;169;74.4;62000;14 rue de Lille              ;ARRAS               ;395.143.991;38071
Jardine     ;Pomeroy   ;male  ;66;10/6/1957;185;88.9;93110;56 rue de Groussay           ;ROSNY-SOUS-BOIS     ;108.464.836;38072
Louineaux   ;Honore    ;female;82;4/18/1942;164;54.5;77340;54 rue de la Boétie          ;PONTAULT-COMBAULT   ;139.108.309;38073
Blanchard   ;Corette   ;female;51;11/25/1972;154;71.7;59280;8 rue de Lille               ;ARMENTIÈRES         ;390.659.447;38074
Bourque     ;Trinette  ;female;29;7/5/1994;168;76.3;33310;60 Rue Hubert de Lisle       ;LORMONT             ;541.601.370;38075
Turcotte    ;Audric    ;male  ;51;9/23/1972;187;70;69500;65 rue Grande Fusterie       ;BRON                ;479.820.253;38076
Audet       ;Arlette   ;female;63;6/8/1960;155;55.7;59220;28 Cours Marechal-Joffre     ;DENAIN              ;372.791.151;38077
Lizotte     ;Stéphane  ;male  ;44;10/28/1979;172;104.5;6300;7 rue des Chaligny           ;NICE                ;449.970.483;38078
Forest      ;Ancelina  ;female;53;12/12/1970;163;104.1;91330;1 Rue Bonnet                 ;YERRES              ;145.158.007;38079
Bourassa    ;Frontino  ;male  ;31;10/8/1992;181;101.2;91270;85 Place du Jeu de Paume     ;VIGNEUX-SUR-SEINE   ;153.220.069;38080
Cotuand     ;Huon      ;male  ;53;4/8/1971;174;112.6;54300;62 rue de la République      ;LUNÉVILLE           ;353.964.574;38081
Monjeau     ;Georges   ;male  ;44;6/3/1979;188;78.8;78200;44 Rue de la Pompe           ;MANTES-LA-JOLIE     ;108.398.902;38082
Godin       ;Gallia    ;female;76;7/14/1947;163;51.4;97430;12 rue du Général Ailleret   ;LE TAMPON           ;262.520.301;38083
Guérette    ;Aubrette  ;female;74;10/1/1949;161;88.2;40000;11 Rue de Verdun             ;MONT-DE-MARSAN      ;546.037.908;38084
Lécuyer     ;Agrican   ;male  ;66;11/22/1957;176;100.4;69300;12 Rue Marie De Médicis      ;CALUIRE-ET-CUIRE    ;447.759.346;38085
Cailot      ;Arlette   ;female;37;3/23/1987;162;102.5;95150;58 rue du Faubourg National  ;TAVERNY             ;137.630.730;38086
D'Aubigné   ;Bradamate ;female;52;11/22/1971;167;94.9;45000;33 Rue Roussy                ;ORLÉANS             ;216.957.114;38087
Montminy    ;Caroline  ;female;76;5/24/1947;159;50.4;97436;37 avenue du Marechal Juin   ;SAINT-LEU           ;281.374.336;38088
Fortin      ;Maurelle  ;female;83;9/16/1940;162;82;94000;61 boulevard Bryas           ;CRÉTEIL             ;193.900.257;38089
Gosselin    ;Mignonette;female;34;5/25/1989;156;49;80000;35 rue de Geneve             ;AMIENS              ;371.065.806;38090
Cailot      ;Stéphane  ;male  ;58;1/3/1966;178;79.6;84200;59 rue Porte d'Orange        ;CARPENTRAS          ;430.516.262;38091
Bélair      ;Philippine;female;51;1/4/1973;169;53.5;93150;37 Place Napoléon            ;LE BLANC-MESNIL     ;184.966.194;38092
Boutot      ;Amélie    ;female;30;7/15/1993;159;98.2;75018;94 Faubourg Saint Honoré     ;PARIS               ;178.550.207;38093
Leroux      ;Gaston    ;male  ;79;2/26/1945;172;97.7;92230;61 rue Saint Germain         ;GENNEVILLIERS       ;133.501.227;38094
Mazuret     ;Frédérique;female;57;12/30/1966;160;62.6;69110;26 rue Pierre Motte          ;SAINTE-FOY-LÈS-LYON ;469.338.171;38095
Beaudoin    ;Patrice   ;female;31;7/26/1992;168;59.2;69500;31 rue Grande Fusterie       ;BRON                ;454.207.623;38096
Croquetaigne;Victor    ;male  ;45;1/17/1979;179;99.7;38600;61 Boulevard de Normandie    ;FONTAINE            ;435.598.918;38097
Berger      ;Charmaine ;female;26;4/1/1998;156;95.5;93100;93 rue de la Mare aux Carats ;MONTREUIL           ;162.474.419;38098
Lamothe     ;Sibyla    ;female;32;4/15/1992;158;64;76140;89 rue Adolphe Wurtz         ;LE PETIT-QUEVILLY   ;290.603.754;38099
Daoust      ;Éléonore  ;female;57;3/7/1967;163;67;55100;84 boulevard d'Alsace        ;VERDUN              ;355.089.718;38100
Adler       ;Ninette   ;female;76;5/1/1948;161;53.2;63100;74 Rue de Strasbourg         ;CLERMONT-FERRAND    ;430.799.526;38101
Beausoleil  ;Cheney    ;male  ;84;4/3/1940;179;90.3;93800;75 Rue du Palais             ;ÉPINAY-SUR-SEINE    ;163.853.730;38102
Lacasse     ;Bruno     ;male  ;71;7/11/1952;184;89.8;97180;2 rue Pierre Motte           ;SAINTE-ANNE         ;562.161.712;38103
Desnoyers   ;Henri     ;male  ;56;11/11/1967;176;103.6;19100;67 rue Grande Fusterie       ;BRIVE-LA-GAILLARDE  ;548.134.576;38104
Lamy        ;Dominic   ;male  ;62;8/3/1961;169;104.5;97100;35 Rue du Limas              ;BASSE-TERRE         ;566.562.542;38105
Boisclair   ;Marcel    ;male  ;34;9/5/1989;182;97;77350;12 rue Goya                  ;LE MÉE-SUR-SEINE    ;101.054.593;38106
Charpentier ;Esmeraude ;female;28;11/5/1995;159;85.1;91150;29 Rue du Palais             ;ÉTAMPES             ;199.931.429;38107
Gougeon     ;Fitz      ;male  ;26;5/27/1997;183;72.9;51000;57 boulevard Albin Durand    ;CHÂLONS-EN-CHAMPAGNE;387.023.917;38108
Garcia      ;Platt     ;male  ;81;11/5/1942;179;94.7;33130;50 rue Jean Vilar            ;BÈGLES              ;592.194.114;38109
de Launay   ;Élise     ;female;50;6/2/1973;161;101;94320;66 rue du Faubourg National  ;THIAIS              ;153.915.524;38110
Allaire     ;Martine   ;female;74;3/31/1950;157;85.5;78130;72 rue du Paillle en queue   ;LES MUREAUX         ;142.626.578;38111
Norbert     ;Julien    ;male  ;57;10/17/1966;168;92.3;75002;17 Square de la Couronne     ;PARIS               ;196.544.192;38112
Deschênes   ;Manville  ;male  ;43;10/28/1980;174;115.9;63000;22 Rue de Strasbourg         ;CLERMONT-FERRAND    ;460.014.763;38113
Louis       ;Algernon  ;male  ;20;11/17/2003;182;61.7;91170;50 rue Marguerite            ;VIRY-CHÂTILLON      ;156.447.541;38114
Bourgeois   ;Fletcher  ;male  ;19;1/6/2005;187;62;74200;57 rue du Fossé des Tanneurs ;THONON-LES-BAINS    ;456.579.638;38115
Leroy       ;Galatee   ;female;76;5/2/1948;152;95.3;6160;97 rue des Soeurs            ;JUAN-LES-PINS       ;486.679.486;38116
Pinette     ;Zara      ;female;80;5/6/1944;164;78.4;80080;97 rue de Geneve             ;AMIENS              ;333.419.600;38117
Girard      ;David     ;male  ;50;5/30/1973;169;97.2;75018;21 Faubourg Saint Honoré     ;PARIS               ;146.024.568;38118
Dupéré      ;Josephe   ;female;84;4/24/1940;162;48.9;59300;36 avenue de Provence        ;VALENCIENNES        ;389.828.349;38119
Guimond     ;Maurice   ;male  ;43;1/4/1981;185;70.7;59640;7 Avenue Millies Lacroix     ;DUNKERQUE           ;301.157.406;38120
Chauvet     ;Durandana ;female;71;11/3/1952;155;57.9;94000;64 boulevard Bryas           ;CRÉTEIL             ;111.174.499;38121
Joly        ;Bernadette;female;75;5/14/1949;152;61.1;89000;75 rue Sadi Carnot           ;AUXERRE             ;318.088.797;38122
LaGrande    ;Rachelle  ;female;48;2/19/1976;156;70.5;7000;33 rue de Penthièvre         ;PRIVAS              ;480.902.712;38123
D'Aoust     ;Lotye     ;female;30;6/22/1993;174;65.7;93110;82 rue de Groussay           ;ROSNY-SOUS-BOIS     ;103.182.269;38124
Guibord     ;Vivienne  ;female;61;7/13/1962;155;80.6;66000;56 rue Clement Marot         ;PERPIGNAN           ;403.349.268;38125
Chaussée    ;Linette   ;female;37;4/2/1987;164;83.5;91210;6 rue Cazade                 ;DRAVEIL             ;130.764.225;38126
Brunelle    ;Mason     ;male  ;67;12/29/1956;181;107.6;83500;70 rue du Clair Bocage       ;LA SEYNE-SUR-MER    ;497.257.067;38127
Busque      ;Blanche   ;female;35;6/23/1988;165;90.4;13016;29 Quai des Belges           ;MARSEILLE           ;416.879.919;38128
Duplessis   ;Delphine  ;female;66;7/23/1957;167;76.6;97100;84 Rue du Limas              ;BASSE-TERRE         ;570.256.238;38129
Melanson    ;Audric    ;male  ;84;9/27/1939;176;88.8;33130;75 rue Jean Vilar            ;BÈGLES              ;512.203.336;38130
Gaudreau    ;Odo       ;male  ;48;9/18/1975;170;95.1;94210;99 rue du Clair Bocage       ;LA VARENNE-SAINT-HIL;102.201.524;38131
Rocheleau   ;Mirabelle ;female;39;6/29/1984;164;77.2;31770;71 Place de la Gare          ;COLOMIERS           ;593.960.468;38132
Lavoie      ;Annette   ;female;32;4/13/1992;163;93.7;44800;25 rue du Château            ;SAINT-HERBLAIN      ;275.923.620;38133
Cyr         ;Onfroi    ;male  ;41;12/29/1982;175;103.1;33200;59 cours Jean Jaures         ;BORDEAUX            ;549.186.039;38134
Leduc       ;Archard   ;male  ;54;7/14/1969;171;110.6;39000;49 Rue Hubert de Lisle       ;LONS-LE-SAUNIER     ;306.617.771;38135
Morneau     ;Mallory   ;male  ;22;3/3/2002;173;61.7;94230;41 Chemin Du Lavarin Sud     ;CACHAN              ;174.666.166;38136
Mireault    ;Eglantine ;female;20;2/24/2004;162;83.5;63100;11 Rue de Strasbourg         ;CLERMONT-FERRAND    ;463.903.554;38137
Arsenault   ;Melusina  ;female;67;7/22/1956;160;98.1;54000;1 place Stanislas            ;NANCY               ;383.758.735;38138
Guertin     ;Solaine   ;female;37;1/17/1987;158;72.5;93000;45 avenue de l'Amandier      ;BOBIGNY             ;113.241.562;38139
Dagenais    ;Javier    ;male  ;22;5/28/2001;190;97.4;87100;2 Chemin Challet             ;LIMOGES             ;573.756.149;38140
Pellerin    ;André     ;male  ;81;8/23/1942;165;95.9;97460;74 rue Gouin de Beauchesne   ;SAINT-PAUL          ;237.371.385;38141
Rivard      ;Quennel   ;male  ;59;2/23/1965;171;63.1;76400;71 rue Charles Corbeau       ;FÉCAMP              ;214.050.688;38142
Beaulé      ;Rule      ;male  ;46;8/31/1977;185;112.2;64100;32 Rue du Limas              ;BAYONNE             ;594.789.026;38143
Lagueux     ;Thibaut   ;male  ;39;5/12/1985;181;88;29900;85 rue Victor Hugo           ;CONCARNEAU          ;291.983.062;38144
Desruisseaux;Eugenia   ;female;56;9/20/1967;171;73.8;91240;9 rue Gouin de Beauchesne    ;SAINT-MICHEL-SUR-ORG;179.355.869;38145
Mazuret     ;Lyle      ;male  ;79;8/20/1944;182;68.8;64700;47 avenue Voltaire           ;MAISONS-ALFORT      ;531.540.297;38146
Déziel      ;Leverett  ;male  ;73;12/31/1950;181;79.2;33310;39 Rue Hubert de Lisle       ;LORMONT             ;522.802.145;38147
Lambert     ;Jeanne    ;female;57;11/2/1966;161;77.7;75017;89 rue La Boétie             ;PARIS               ;138.282.029;38148
Couet       ;Laetitia  ;female;31;10/30/1992;168;58.2;22000;12 rue des Nations Unies     ;SAINT-BRIEUC        ;239.527.778;38149
Fontaine    ;Telford   ;male  ;41;10/5/1982;188;66.8;3100;42 Avenue des Pr'es          ;MONTLUÇON           ;465.723.249;38150
Begin       ;Verney    ;male  ;39;10/19/1984;175;106.5;32000;28 rue Sadi Carnot           ;AUCH                ;544.728.706;38151
Camus       ;Zara      ;female;60;4/28/1964;155;100.4;3000;59 rue des Coudriers         ;MOULINS             ;497.894.632;38152
Laframboise ;Joséphine ;female;64;3/6/1960;154;85.5;20600;36 Rue du Limas              ;BASTIA              ;493.400.761;38153
Chauvet     ;Brice     ;male  ;43;6/12/1980;168;93.5;5000;1 rue Saint Germain          ;GAP                 ;438.860.792;38154
Brousseau   ;Madeleine ;female;35;2/25/1989;161;67.6;31400;86 rue Pierre De Coubertin   ;TOULOUSE            ;516.252.786;38155
Cliche      ;Voleta    ;female;78;3/16/1946;158;106;33100;1 cours Jean Jaures          ;BORDEAUX            ;503.292.678;38156
Josseaume   ;Peverell  ;male  ;76;6/2/1947;170;59.1;2200;95 avenue Jules Ferry        ;SOISSONS            ;336.890.057;38157
Lang        ;Voleta    ;female;31;11/23/1992;173;91.5;81000;50 Chemin des Bateliers      ;ALBI                ;506.534.742;38158
Du Trieux   ;Marphisa  ;female;82;2/10/1942;166;86.7;13090;25 rue Gontier-Patin         ;AIX-EN-PROVENCE     ;466.377.083;38159
Chouinard   ;Ranger    ;male  ;35;11/6/1988;188;103.2;69001;58 rue de la République      ;LYON                ;488.570.419;38160
Thériault   ;Royale    ;female;24;8/19/1999;167;79.1;60000;91 rue Jean Vilar            ;BEAUVAIS            ;398.883.384;38161
Lachance    ;Camille   ;female;45;11/9/1978;162;86.2;56600;71 Place Napoléon            ;LANESTER            ;231.537.364;38162
LaCaille    ;Felicien  ;male  ;72;12/16/1951;172;93.5;6160;65 rue des Soeurs            ;JUAN-LES-PINS       ;433.797.610;38163
De La Ronde ;Pierre    ;male  ;43;5/7/1981;170;87.5;84100;22 Rue Roussy                ;ORANGE              ;407.081.227;38164
Bizier      ;Serge     ;male  ;21;10/4/2002;173;82.1;67300;60 rue du Président Roosevelt;SCHILTIGHEIM        ;370.994.272;38165
Galarneau   ;Platt     ;male  ;38;9/10/1985;182;80.9;97110;35 rue de la Boétie          ;POINTE-À-PITRE      ;519.232.692;38166
Croteau     ;Dalmace   ;female;43;2/27/1981;172;101.2;58000;70 rue des Chaligny          ;NEVERS              ;399.520.124;38167
Bertrand    ;Gradasso  ;male  ;76;9/9/1947;163;70;69330;39 Rue St Ferréol            ;MEYZIEU             ;442.827.102;38168
Barrière    ;Marcel    ;male  ;29;6/3/1994;185;65.4;93700;83 rue Cazade                ;DRANCY              ;142.516.859;38169
Routhier    ;Germaine  ;female;56;1/4/1968;156;55.1;33700;15 rue Reine Elisabeth       ;MÉRIGNAC            ;512.381.715;38170
Champagne   ;Tabor     ;male  ;83;1/19/1941;177;84.2;95200;66 rue des six frères Ruellan;SARCELLES           ;103.441.236;38171
Caron       ;Odette    ;female;65;12/5/1958;154;89.2;59400;84 Rue Marie De Médicis      ;CAMBRAI             ;375.351.125;38172
De La Ronde ;Théodore  ;male  ;58;11/21/1965;179;74.8;44100;7 place Stanislas            ;NANTES              ;236.230.702;38173
Routhier    ;Melusina  ;female;40;10/23/1983;159;94.5;80090;48 rue de Geneve             ;AMIENS              ;347.309.018;38174
Jodoin      ;Romain    ;male  ;64;4/4/1960;168;79.4;94400;63 Rue Bonnet                ;VITRY-SUR-SEINE     ;177.276.063;38175
Hétu        ;Clovis    ;male  ;43;8/28/1980;177;90.7;59190;28 Avenue des Tuileries      ;HAZEBROUCK          ;304.683.671;38176
Trottier    ;Senior    ;male  ;76;4/21/1948;164;74.6;6000;55 rue des Chaligny          ;NICE                ;467.720.693;38177
Boulanger   ;Gérard    ;male  ;79;9/19/1944;171;76.9;69110;89 rue Pierre Motte          ;SAINTE-FOY-LÈS-LYON ;471.816.209;38178
Déziel      ;Liane     ;female;61;6/5/1962;166;51.9;69150;93 Cours Marechal-Joffre     ;DÉCINES-CHARPIEU    ;417.370.731;38179
Simard      ;Éléonore  ;female;51;6/4/1972;153;73.1;31200;64 rue Pierre De Coubertin   ;TOULOUSE            ;553.721.578;38180
Beaulieu    ;Garland   ;male  ;81;9/15/1942;167;70.1;62400;97 rue Marie de Médicis      ;BÉTHUNE             ;377.475.795;38181
Benjamin    ;Fifine    ;female;67;4/12/1957;152;87.1;68300;18 avenue du Marechal Juin   ;SAINT-LOUIS         ;382.085.028;38182
Morel       ;Ila       ;female;39;6/1/1984;167;59.8;62800;47 Chemin Challet            ;LIÉVIN              ;391.090.389;38183
Simard      ;Toussaint ;male  ;36;1/29/1988;167;115.4;95110;81 rue des six frères Ruellan;SANNOIS             ;174.953.851;38184
Lalonde     ;Mirabelle ;female;35;9/30/1988;161;79.9;63100;30 Rue de Strasbourg         ;CLERMONT-FERRAND    ;486.436.063;38185
Mothé       ;Yvon      ;male  ;67;9/25/1956;174;71.3;2100;3 rue de la Hulotais         ;SAINT-QUENTIN       ;377.689.877;38186
Quenneville ;Channing  ;male  ;35;6/17/1988;182;100.8;33310;39 Rue Hubert de Lisle       ;LORMONT             ;589.841.674;38187
Voisine     ;Huette    ;female;43;1/14/1981;159;81.3;80000;51 rue de Geneve             ;AMIENS              ;359.716.001;38188
Faubert     ;Fifi      ;female;73;4/21/1951;153;80.3;78140;39 boulevard d'Alsace        ;VÉLIZY-VILLACOUBLAY ;157.950.270;38189
Cartier     ;Archaimbau;male  ;29;2/12/1995;175;86.5;71000;12 avenue Voltaire           ;MÂCON               ;381.784.006;38190
Bonami      ;Saville   ;male  ;37;11/6/1986;176;106.3;31000;23 rue Pierre De Coubertin   ;TOULOUSE            ;567.175.835;38191
Tremblay    ;Harriette ;female;35;5/26/1988;173;71.9;91330;91 Rue Bonnet                ;YERRES              ;185.584.626;38192
Pépin       ;Vincent   ;male  ;29;5/21/1994;168;107.5;78500;17 rue du Président Roosevelt;SARTROUVILLE        ;160.407.505;38193
Caya        ;Vernon    ;male  ;31;1/28/1993;184;73.6;67000;43 rue Descartes             ;STRASBOURG          ;335.256.655;38194
Chrétien    ;Alfred    ;male  ;32;3/24/1992;170;80.6;75003;11 rue Nationale             ;PARIS               ;117.767.487;38195
Ferland     ;Galatee   ;female;84;1/9/1940;151;86.3;2200;74 avenue Jules Ferry        ;SOISSONS            ;396.609.525;38196
Archambault ;Éric      ;male  ;27;3/10/1997;178;76.1;6150;26 Rue Marie De Médicis      ;CANNES-LA-BOCCA     ;429.902.583;38197
Saucier     ;Amorette  ;female;35;1/14/1989;171;90;79000;87 boulevard de Prague       ;NIORT               ;512.559.495;38198
Narcisse    ;Vedette   ;female;39;8/27/1984;163;53.9;54100;28 place Stanislas           ;NANCY               ;330.398.523;38199
Rochefort   ;Davet     ;male  ;77;6/17/1946;180;76.9;97110;87 rue de la Boétie          ;POINTE-À-PITRE      ;539.178.290;38200
Boutot      ;Fabrice   ;male  ;66;12/17/1957;183;90.3;82000;50 rue Bonneterie            ;MONTAUBAN           ;555.098.630;38201
Dupéré      ;Raymond   ;male  ;20;8/11/2003;181;95.7;97142;72 rue du Général Ailleret   ;LES ABYMES          ;527.402.531;38202
Laforest    ;Erembourg ;female;47;5/17/1977;157;53.9;93700;33 rue Cazade                ;DRANCY              ;127.628.663;38203
Chandonnet  ;Alexandrie;female;33;10/26/1990;175;64;56000;17 avenue de Provence        ;VANNES              ;236.495.624;38204
Querry      ;Mallory   ;male  ;73;5/15/1951;176;61.3;8000;39 place Maurice-Charretier  ;CHARLEVILLE-MÉZIÈRES;353.911.993;38205
Monjeau     ;Paige     ;female;25;6/2/1998;175;91.2;95400;63 rue Marguerite            ;VILLIERS-LE-BEL     ;100.049.690;38206
Étoile      ;Manville  ;male  ;76;7/28/1947;184;78.8;78600;23 avenue Voltaire           ;MAISONS-LAFFITTE    ;178.647.080;38207
Lacombe     ;Damiane   ;female;43;5/4/1981;157;102.7;59650;67 Place Charles de Gaulle   ;VILLENEUVE-D'ASCQ   ;356.422.857;38208
Riquier     ;Kari      ;female;65;5/5/1959;164;89.2;37300;73 route de Lyon             ;JOUÉ-LÈS-TOURS      ;214.276.642;38209
Garceau     ;Campbell  ;male  ;71;9/12/1952;178;82.4;75019;37 Faubourg Saint Honoré     ;PARIS               ;157.358.015;38210
St-Jean     ;Georgette ;female;54;6/18/1969;171;66;97180;67 rue Pierre Motte          ;SAINTE-ANNE         ;588.546.894;38211
Lafond      ;Martin    ;male  ;47;12/13/1976;175;80.5;69009;13 rue Banaudon              ;LYON                ;423.592.365;38212
Huppé       ;Prewitt   ;male  ;53;7/9/1970;186;75.5;48000;88 rue Reine Elisabeth       ;MENDE               ;449.525.952;38213
Begin       ;Legget    ;male  ;50;12/17/1973;188;115.4;62800;87 Chemin Challet            ;LIÉVIN              ;354.501.637;38214
Querry      ;Josephe   ;female;57;1/1/1967;164;89.5;47300;13 place de Miremont         ;VILLENEUVE-SUR-LOT  ;520.712.523;38215
Sylvain     ;Yseult    ;female;39;12/3/1984;166;57.4;35400;30 rue des Dunes             ;SAINT-MALO          ;238.703.352;38216
Guernon     ;Burkett   ;male  ;80;7/23/1943;163;72.2;33140;4 Place Charles de Gaulle    ;VILLENAVE-D'ORNON   ;500.444.202;38217
Frappier    ;Sumner    ;male  ;60;11/2/1963;176;78.8;13009;29 cours Franklin Roosevelt  ;MARSEILLE           ;463.970.386;38218
Gervais     ;Sylvie    ;female;20;7/6/2003;168;72.8;33150;80 rue Porte d'Orange        ;CENON               ;561.000.673;38219
Hébert      ;Caroline  ;female;25;1/17/1999;156;73.6;88000;76 Rue du Palais             ;ÉPINAL              ;347.271.276;38220
Carrière    ;Fletcher  ;male  ;62;10/9/1961;165;92.1;62000;92 rue de Lille              ;ARRAS               ;361.611.768;38221
Aubé        ;Amedee    ;female;68;4/26/1956;161;100.5;20200;63 Rue du Limas              ;BASTIA              ;474.051.968;38222
Lamare      ;Esmeraude ;female;55;12/21/1968;161;71;91160;14 rue Léon Dierx            ;LONGJUMEAU          ;131.640.501;38223
Ruel        ;Trinette  ;female;34;6/8/1989;170;85;75013;93 rue La Boétie             ;PARIS               ;174.368.437;38224
Grenier     ;Susanne   ;female;69;9/3/1954;155;50.3;79000;97 boulevard de Prague       ;NIORT               ;566.913.538;38225
Duperré     ;Alaine    ;female;43;6/3/1980;163;66.3;36000;10 rue du Gue Jacquet        ;CHÂTEAUROUX         ;215.211.289;38226
Mothé       ;Fortun    ;male  ;60;4/5/1964;186;98;18000;87 rue Petite Fusterie       ;BOURGES             ;200.153.129;38227
Bois        ;Mathilde  ;female;27;9/13/1996;167;80.2;72000;14 rue Goya                  ;LE MANS             ;210.839.557;38228
Charest     ;Gallia    ;female;52;2/26/1972;160;90.3;14200;1 rue des Lacs               ;HÉROUVILLE-SAINT-CLA;247.863.516;38229
Bouvier     ;Didier    ;male  ;42;8/18/1981;173;66;69800;88 rue de la Hulotais        ;SAINT-PRIEST        ;406.561.517;38230
Fortier     ;Bruno     ;male  ;22;5/20/2001;172;56.1;69600;57 boulevard Amiral Courbet  ;OULLINS             ;443.082.408;38231
Louis       ;Louis     ;male  ;44;12/30/1979;180;114.5;13005;73 rue Beauvau               ;MARSEILLE           ;476.550.431;38232
Guernon     ;Azura     ;female;24;9/30/1999;166;60.2;35000;86 rue Lenotre               ;RENNES              ;229.100.557;38233
Tessier     ;Fitz      ;male  ;77;12/30/1946;170;60.6;94310;49 boulevard Amiral Courbet  ;ORLY                ;179.565.828;38234
Mothé       ;Vivienne  ;female;36;6/9/1987;173;69.7;13001;87 rue Beauvau               ;MARSEILLE           ;443.922.156;38235
Duffet      ;Geoffrey  ;male  ;53;12/22/1970;172;71.3;6150;32 Rue Marie De Médicis      ;CANNES-LA-BOCCA     ;411.048.456;38236
Lanteigne   ;Marsilius ;male  ;53;1/1/1971;174;88.6;92700;68 Place de la Gare          ;COLOMBES            ;133.944.723;38237
Berthelette ;Satordi   ;male  ;65;5/14/1959;185;70.1;94120;77 Boulevard de Normandie    ;FONTENAY-SOUS-BOIS  ;189.593.120;38238
Charpentier ;Blondelle ;female;80;2/25/1944;167;56.7;59800;14 Chemin Challet            ;LILLE               ;360.274.470;38239
Dupuis      ;Eleanor   ;female;68;12/25/1955;168;62.5;95000;21 rue de Penthièvre         ;PONTOISE            ;365.291.760;38240
Dufresne    ;Florus    ;male  ;82;1/12/1942;172;96.5;75014;32 rue La Boétie             ;PARIS               ;182.423.076;38241
Grignon     ;Melisande ;female;82;8/28/1941;162;84.4;78370;54 rue de la Boétie          ;PLAISIR             ;139.477.596;38242
Aucoin      ;Etoile    ;female;78;3/9/1946;151;79;73000;64 boulevard Albin Durand    ;CHAMBÉRY            ;426.357.962;38243
Deslauriers ;Xavier    ;male  ;43;8/19/1980;167;82;59800;90 Chemin Challet            ;LILLE               ;396.014.156;38244
Sansouci    ;Virginie  ;female;54;5/27/1969;162;71.3;87280;94 rue Léon Dierx            ;LIMOGES             ;551.856.235;38245
Durepos     ;René      ;male  ;58;11/5/1965;166;112.1;77500;77 rue Ernest Renan          ;CHELLES             ;163.438.613;38246
Bonnet      ;Esperanza ;female;22;10/10/2001;166;50.7;68000;15 Place de la Gare          ;COLMAR              ;363.658.662;38247
Bérard      ;Julienne  ;female;27;4/5/1997;172;67.9;77100;34 Quai des Belges           ;MEAUX               ;194.191.463;38248
Morin       ;Eugène    ;male  ;41;6/18/1982;174;72.4;97232;24 rue Michel Ange           ;LE LAMENTIN         ;592.936.299;38249
Cinq-Mars   ;Tanguy    ;male  ;70;1/30/1954;177;85;27000;36 rue Charles Corbeau       ;ÉVREUX              ;261.329.280;38250
Houde       ;Philippe  ;male  ;71;6/8/1952;169;85;55000;95 Rue Joseph Vernet         ;BAR-LE-DUC          ;389.886.705;38251
Duval       ;Astolpho  ;male  ;35;10/24/1988;179;79.5;7000;69 rue de Penthièvre         ;PRIVAS              ;414.220.725;38252
Huard       ;Léon      ;male  ;80;12/11/1943;180;80.5;44000;43 place Stanislas           ;NANTES              ;204.963.492;38253
Boulé       ;Astrid    ;female;40;9/29/1983;167;52.3;55000;89 Rue Joseph Vernet         ;BAR-LE-DUC          ;370.209.064;38254
Deslauriers ;Dominic   ;male  ;19;12/14/2004;166;79.2;34070;41 rue de la Mare aux Carats ;MONTPELLIER         ;486.771.395;38255
Bourgouin   ;Sumner    ;male  ;35;3/20/1989;171;79.8;75019;39 Faubourg Saint Honoré     ;PARIS               ;155.120.125;38256
Leblanc     ;Zoé       ;female;20;11/6/2003;172;53.3;97300;44 rue Porte d'Orange        ;CAYENNE             ;571.681.700;38257
Henrichon   ;Agrican   ;male  ;43;4/17/1981;184;66.2;91160;2 rue Léon Dierx             ;LONGJUMEAU          ;109.571.212;38258
Garreau     ;Lucille   ;female;44;12/23/1979;158;101.1;92300;11 rue du Paillle en queue   ;LEVALLOIS-PERRET    ;173.959.489;38259
St-Jacques  ;Searlas   ;male  ;24;5/2/2000;169;70.5;89000;68 rue Sadi Carnot           ;AUXERRE             ;345.849.868;38260
Côté        ;Methena   ;female;71;1/23/1953;158;70.6;76100;19 rue de l'Epeule           ;ROUEN               ;282.543.675;38261
Lécuyer     ;Fabrice   ;male  ;48;2/7/1976;187;96.4;92250;39 rue de l'Aigle            ;LA GARENNE-COLOMBES ;143.945.750;38262
Des Meaux   ;Théophile ;male  ;63;10/3/1960;177;75.5;32000;22 rue Sadi Carnot           ;AUCH                ;591.055.324;38263
Trottier    ;Orane     ;female;67;3/4/1957;164;75.8;91800;30 rue Grande Fusterie       ;BRUNOY              ;147.307.231;38264
Boutot      ;Alice     ;female;79;6/3/1944;162;56;64700;19 avenue Voltaire           ;MAISONS-ALFORT      ;587.776.136;38265
Marchesseaul;Nicolas   ;male  ;53;8/6/1970;179;82.9;33260;49 rue du Clair Bocage       ;LA TESTE-DE-BUCH    ;506.492.577;38266
