Surname;GivenName;Gender;Age;Birthday;Centimeters;Kilograms;ZipCode;StreetAddress;City;TelephoneNumber;id
Chastain    ;Joy       ;female;70;1/16/1954;154;59.1;13800;5 route de Lyon              ;ISTRES              ;496.673.606;13404
Thibault    ;Gallia    ;female;75;6/17/1948;163;80.1;67000;73 rue Descartes             ;STRASBOURG          ;393.812.681;13405
Beaulieu    ;Mandel    ;male  ;48;9/10/1975;170;90.4;93370;85 Rue de Verdun             ;MONTFERMEIL         ;185.421.856;13406
Drouin      ;Ancelina  ;female;76;11/3/1947;156;72.7;97234;23 rue Isambard              ;FORT-DE-FRANCE      ;529.238.149;13407
Viens       ;Julienne  ;female;72;12/12/1951;170;89.8;93260;19 rue du Général Ailleret   ;LES LILAS           ;194.790.617;13408
Barrière    ;Brice     ;male  ;69;5/3/1955;183;84.7;97234;59 rue Isambard              ;FORT-DE-FRANCE      ;530.805.555;13409
Brault      ;Arridano  ;male  ;53;1/8/1971;174;68.6;76800;35 rue du Château            ;SAINT-ÉTIENNE-DU-ROU;280.679.465;13410
Giroux      ;Avent     ;male  ;62;10/28/1961;175;102.2;42000;23 rue Sébastopol            ;SAINT-ÉTIENNE       ;461.126.914;13411
Thibodeau   ;Cher      ;female;69;6/26/1954;157;85.9;75020;12 Faubourg Saint Honoré     ;PARIS               ;100.966.252;13412
Sevier      ;Leverett  ;male  ;19;2/4/2005;182;73.5;94120;26 Boulevard de Normandie    ;FONTENAY-SOUS-BOIS  ;164.497.391;13413
Houde       ;Marveille ;female;25;12/4/1998;156;85.5;67100;62 rue Descartes             ;STRASBOURG          ;398.612.053;13414
Marier      ;Émilie    ;female;39;7/1/1984;161;100.6;32000;55 rue Sadi Carnot           ;AUCH                ;539.493.117;13415
Jodion      ;Javier    ;male  ;34;7/29/1989;181;106.1;95200;19 rue des six frères Ruellan;SARCELLES           ;196.465.152;13416
CinqMars    ;Aymon     ;male  ;31;2/16/1993;173;78.6;38600;56 Boulevard de Normandie    ;FONTAINE            ;466.545.095;13417
Voisine     ;Porter    ;male  ;21;11/15/2002;180;92.6;17100;66 rue Sébastopol            ;SAINTES             ;503.213.804;13418
Patenaude   ;Lucas     ;male  ;61;5/12/1963;185;74.6;97160;24 rue Goya                  ;LE MOULE            ;535.708.962;13419
Boucher     ;Étienne   ;male  ;67;6/23/1956;181;85.2;33170;32 avenue Ferdinand de Lessep;GRADIGNAN           ;519.052.889;13420
Bérubé      ;Curtis    ;male  ;23;9/12/2000;188;56.8;19100;67 rue Grande Fusterie       ;BRIVE-LA-GAILLARDE  ;526.949.290;13421
Grondin     ;Sibyla    ;female;44;11/8/1979;160;66.3;91000;16 rue Charles Corbeau       ;ÉVRY                ;186.968.079;13422
Devoe       ;Thierry   ;male  ;79;1/14/1945;162;71.6;95400;64 rue Marguerite            ;VILLIERS-LE-BEL     ;152.476.198;13423
Mireault    ;Lothair   ;male  ;38;8/11/1985;169;98.8;33200;56 cours Jean Jaures         ;BORDEAUX            ;524.706.028;13424
Sabourin    ;Amedee    ;female;60;9/3/1963;160;92.9;6300;30 rue des Chaligny          ;NICE                ;454.620.694;13425
Pellerin    ;Aubine    ;female;80;5/10/1944;161;87;63100;84 Rue de Strasbourg         ;CLERMONT-FERRAND    ;442.552.816;13426
Lesage      ;Trinette  ;female;84;11/12/1939;159;62.1;72000;78 rue Goya                  ;LE MANS             ;226.230.213;13427
Grignon     ;Pierpont  ;male  ;80;12/9/1943;175;99.5;33130;1 rue Jean Vilar             ;BÈGLES              ;539.851.248;13428
Plaisance   ;Durandana ;female;23;2/20/2001;160;84.8;1100;47 boulevard Amiral Courbet  ;OYONNAX             ;407.774.611;13429
Simard      ;Pryor     ;male  ;81;1/18/1943;178;99.5;59110;49 rue de l'Aigle            ;LA MADELEINE        ;336.373.529;13430
Parent      ;Alfred    ;male  ;27;12/30/1996;179;67.8;69400;87 Place du Jeu de Paume     ;VILLEFRANCHE-SUR-SAÔ;499.847.593;13431
Bazinet     ;Gay       ;female;40;4/30/1984;175;94.6;91220;38 rue Grande Fusterie       ;BRÉTIGNY-SUR-ORGE   ;185.664.524;13432
Ducharme    ;Edmee     ;female;84;1/30/1940;157;81.3;28100;61 rue Cazade                ;DREUX               ;266.732.704;13433
Chouinard   ;Émile     ;male  ;25;1/25/1999;185;99.1;75019;1 Faubourg Saint Honoré      ;PARIS               ;166.923.865;13434
Dufresne    ;Frédéric  ;male  ;81;12/1/1942;182;80.7;91330;54 Rue Bonnet                ;YERRES              ;134.871.622;13435
de Launay   ;Angelique ;female;31;1/31/1993;166;58.2;12000;30 rue de Groussay           ;RODEZ               ;592.544.373;13436
Croteau     ;Bertrand  ;male  ;25;4/14/1999;189;58.9;33000;81 avenue de l'Amandier      ;BORDEAUX            ;582.832.188;13437
Garnier     ;Magnolia  ;female;47;2/1/1977;153;65.4;93230;16 rue de Groussay           ;ROMAINVILLE         ;178.648.000;13438
Charron     ;Avenall   ;male  ;66;12/3/1957;169;74.1;59190;10 Avenue des Tuileries      ;HAZEBROUCK          ;379.021.666;13439
Ruais       ;Vivienne  ;female;72;10/21/1951;151;71.9;92500;12 rue de l'Epeule           ;RUEIL-MALMAISON     ;134.371.300;13440
Langelier   ;Aubin     ;male  ;65;8/30/1958;180;67.6;46000;29 Chemin Du Lavarin Sud     ;CAHORS              ;546.774.831;13441
Sirois      ;Patricia  ;female;78;9/1/1945;158;98.5;63000;49 Rue de Strasbourg         ;CLERMONT-FERRAND    ;484.729.592;13442
Brisebois   ;Fiacre    ;male  ;38;1/4/1986;174;71;97200;36 Boulevard de Normandie    ;FORT-DE-FRANCE      ;512.754.548;13443
Poulin      ;Alice     ;female;51;7/4/1972;153;95.6;89100;83 avenue de Bouvines        ;SENS                ;343.750.647;13444
Bonenfant   ;Patience  ;female;74;8/16/1949;164;74.7;54100;55 place Stanislas           ;NANCY               ;350.851.596;13445
Duplessis   ;Karlotta  ;female;50;5/28/1973;161;81.1;31400;91 rue Pierre De Coubertin   ;TOULOUSE            ;596.009.490;13446
Garreau     ;Honoré    ;male  ;78;2/26/1946;179;62.4;30900;6 boulevard de Prague        ;NÎMES               ;461.274.057;13447
Beauchemin  ;Delit     ;female;41;2/23/1983;158;65.4;49100;84 Chemin Des Bateliers      ;ANGERS              ;265.908.281;13448
Moreau      ;Lundy     ;female;60;11/24/1963;155;84.2;55000;3 Rue Joseph Vernet          ;BAR-LE-DUC          ;340.271.021;13449
Ailleboust  ;Oliver    ;male  ;39;1/6/1985;173;67.9;13009;44 cours Franklin Roosevelt  ;MARSEILLE           ;493.403.430;13450
Guertin     ;Véronique ;female;61;7/23/1962;171;65.4;33600;83 rue Clement Marot         ;PESSAC              ;546.144.644;13451
Lambert     ;Satordi   ;male  ;29;8/15/1994;182;90.3;62110;97 rue des Lacs              ;HÉNIN-BEAUMONT      ;385.021.304;13452
Vallée      ;Merlin    ;male  ;26;9/11/1997;181;86.3;75016;90 rue La Boétie             ;PARIS               ;188.600.796;13453
Lang        ;Huette    ;female;52;5/23/1971;155;90.5;73100;39 Chemin des Bateliers      ;AIX-LES-BAINS       ;413.900.966;13454
Fecteau     ;Paige     ;female;79;1/18/1945;153;91.3;6150;76 Rue Marie De Médicis      ;CANNES-LA-BOCCA     ;401.758.364;13455
Deschênes   ;Christabel;female;45;11/7/1978;155;80.1;44230;12 rue des six frères Ruellan;SAINT-SÉBASTIEN-SUR-;276.471.481;13456
Marcoux     ;Thérèse   ;female;32;8/21/1991;168;56.7;24100;62 rue Jean Vilar            ;BERGERAC            ;563.706.063;13457
Béland      ;Astrid    ;female;74;9/16/1949;166;63.2;34080;41 rue de la Mare aux Carats ;MONTPELLIER         ;400.339.447;13458
Aucoin      ;Henri     ;male  ;31;7/17/1992;170;65.3;29200;39 rue Petite Fusterie       ;BREST               ;267.193.038;13459
Provencher  ;Royale    ;female;39;10/22/1984;162;98;33110;54 boulevard Aristide Briand ;LE BOUSCAT          ;519.484.992;13460
Lajeunesse  ;Magnolia  ;female;83;6/24/1940;153;59.1;94240;93 rue du Paillle en queue   ;L'HAŸ-LES-ROSES     ;130.303.019;13461
Beaudouin   ;Galatee   ;female;54;3/21/1970;163;99.2;11100;76 rue de Raymond Poincaré   ;NARBONNE            ;407.085.839;13462
Labrie      ;Jeannine  ;female;52;4/9/1972;165;81.3;97500;1 rue de la Hulotais         ;SAINT-PIERRE-ET-MIQU;529.100.323;13463
Berger      ;Rive      ;female;28;7/3/1995;156;63.6;57050;86 Rue St Ferréol            ;METZ                ;313.512.253;13464
Lemaître    ;Senior    ;male  ;50;1/16/1974;167;115.9;6200;78 rue des Chaligny          ;NICE                ;452.453.835;13465
Beaulac     ;Louis     ;male  ;85;11/13/1938;170;94.3;44000;64 place Stanislas           ;NANTES              ;202.282.985;13466
Sabourin    ;Élodie    ;female;45;1/19/1979;174;63.3;33150;26 rue Porte d'Orange        ;CENON               ;569.596.229;13467
Berthiaume  ;Lowell    ;male  ;36;11/12/1987;188;63.4;57070;36 Rue St Ferréol            ;METZ                ;303.575.541;13468
Duplanty    ;Pascaline ;female;73;11/1/1950;165;78.5;94120;99 Boulevard de Normandie    ;FONTENAY-SOUS-BOIS  ;166.508.176;13469
Bonenfant   ;Alexandre ;male  ;64;9/29/1959;182;96;92240;68 avenue Voltaire           ;MALAKOFF            ;175.449.325;13470
Pouchard    ;Arber     ;male  ;60;3/24/1964;186;110.7;95400;23 rue Marguerite            ;VILLIERS-LE-BEL     ;179.380.435;13471
Tougas      ;Daniel    ;male  ;32;3/20/1992;178;77;54500;70 avenue de Provence        ;VANDOEUVRE-LÈS-NANCY;359.499.953;13472
Sansouci    ;Pansy     ;female;58;4/26/1966;152;102.6;93800;52 Rue du Palais             ;ÉPINAY-SUR-SEINE    ;192.951.136;13473
Guay        ;Nicholas  ;male  ;74;6/17/1949;179;75.3;75019;44 Faubourg Saint Honoré     ;PARIS               ;194.130.975;13474
Vincent     ;Laure     ;female;22;2/18/2002;160;81.2;3000;39 rue des Coudriers         ;MOULINS             ;458.410.938;13475
Quessy      ;Carine    ;female;43;7/4/1980;171;74.4;75011;23 Place de la Madeleine     ;PARIS               ;174.036.059;13476
Renaud      ;Marcel    ;male  ;20;1/15/2004;190;69;42100;97 rue du Château            ;SAINT-ÉTIENNE       ;474.874.931;13477
Bondy       ;Ancelote  ;female;65;7/30/1958;171;64.2;63100;1 Rue de Strasbourg          ;CLERMONT-FERRAND    ;480.450.308;13478
Devoe       ;Ancelina  ;female;20;2/11/2004;167;81;77176;63 rue du Président Roosevelt;SAVIGNY-LE-TEMPLE   ;176.662.147;13479
Turcotte    ;Amaury    ;male  ;56;6/3/1967;170;67.6;69001;1 rue de la République       ;LYON                ;445.930.546;13480
Poisson     ;Sumner    ;male  ;51;3/9/1973;185;91.1;80000;79 rue de Geneve             ;AMIENS              ;324.003.969;13481
Clément     ;Octave    ;male  ;81;12/8/1942;180;70.2;83200;37 rue du Fossé des Tanneurs ;TOULON              ;426.411.978;13482
Trépanier   ;Audrey    ;female;48;2/1/1976;165;59.2;46000;52 Chemin Du Lavarin Sud     ;CAHORS              ;565.438.084;13483
Gilbert     ;Rosamonde ;female;84;8/31/1939;168;67.9;78200;94 Rue de la Pompe           ;MANTES-LA-JOLIE     ;143.635.818;13484
Laberge     ;Juliette  ;female;80;4/14/1944;156;69.6;3200;69 Rue Frédéric Chopin       ;VICHY               ;403.593.346;13485
Camus       ;Étienne   ;male  ;20;9/8/2003;176;64.6;39100;27 rue des lieutemants Thomaz;DOLE                ;304.139.021;13486
Gendron     ;Victor    ;male  ;56;12/6/1967;187;76.5;37000;68 quai Saint-Nicolas        ;TOURS               ;257.206.993;13487
LaGarde     ;Gallia    ;female;40;12/24/1983;166;62.3;93600;61 rue Sadi Carnot           ;AULNAY-SOUS-BOIS    ;135.365.282;13488
Morin       ;Julien    ;male  ;21;5/7/2003;187;83.8;66000;60 rue Clement Marot         ;PERPIGNAN           ;466.197.225;13489
Bisaillon   ;Pierpont  ;male  ;53;8/1/1970;170;111.9;77000;56 rue Reine Elisabeth       ;MELUN               ;177.907.365;13490
Desforges   ;Chappell  ;male  ;79;8/22/1944;180;99.6;40100;49 Cours Marechal-Joffre     ;DAX                 ;573.550.378;13491
Josseaume   ;Odette    ;female;22;11/27/2001;158;84.5;34400;21 Rue Hubert de Lisle       ;LUNEL               ;419.187.590;13492
Carignan    ;Louis     ;male  ;25;4/23/1999;183;86.1;94120;65 Boulevard de Normandie    ;FONTENAY-SOUS-BOIS  ;186.311.624;13493
Monrency    ;Parnella  ;female;77;1/28/1947;168;66.4;21200;72 Rue du Limas              ;BEAUNE              ;373.529.644;13494
Pelchat     ;Isabelle  ;female;20;2/13/2004;154;62.5;39000;35 Rue Hubert de Lisle       ;LONS-LE-SAUNIER     ;345.575.757;13495
Fortier     ;Senapus   ;male  ;46;8/21/1977;167;106.6;59200;76 quai Saint-Nicolas        ;TOURCOING           ;337.988.868;13496
Sauriol     ;Karel     ;male  ;70;5/14/1954;172;94.4;75002;43 Square de la Couronne     ;PARIS               ;139.596.038;13497
Charest     ;Ansel     ;male  ;70;12/8/1953;182;102;97470;8 rue des Nations Unies      ;SAINT-BENOÎT        ;253.460.630;13498
Brousseau   ;Auda      ;female;63;4/20/1961;161;66;38000;7 avenue Ferdinand de Lesseps;GRENOBLE            ;417.090.389;13499
Cotuand     ;Paige     ;female;66;2/20/1958;166;86.5;92140;99 Rue de Strasbourg         ;CLAMART             ;142.713.681;13500
Bolduc      ;Roxanne   ;female;69;12/21/1954;164;50.4;49000;95 Chemin Des Bateliers      ;ANGERS              ;223.015.825;13501
Rouze       ;Gabrielle ;female;31;8/25/1992;169;54;60100;50 boulevard Bryas           ;CREIL               ;322.999.945;13502
Brunault    ;Guerin    ;male  ;56;10/23/1967;183;100.7;84100;3 Rue Roussy                 ;ORANGE              ;403.551.126;13503
Pariseau    ;Annette   ;female;21;2/7/2003;166;61;93270;48 avenue de Bouvines        ;SEVRAN              ;145.177.470;13504
Mouet       ;Tempeste  ;female;33;3/28/1991;161;91.1;78800;89 rue des Lacs              ;HOUILLES            ;104.203.783;13505
Grondin     ;Thibaut   ;male  ;56;5/26/1967;176;89.4;59491;39 Place Charles de Gaulle   ;VILLENEUVE-D'ASCQ   ;310.907.111;13506
de Brisay   ;Marsilius ;male  ;66;5/19/1957;168;88.1;10000;44 avenue Jean Portalis      ;TROYES              ;345.176.929;13507
Pomerleau   ;Burnell   ;male  ;36;3/1/1988;185;96.1;91330;8 Rue Bonnet                 ;YERRES              ;131.237.665;13508
Chandonnet  ;Jacques   ;male  ;33;3/1/1991;168;107.2;19100;94 rue Grande Fusterie       ;BRIVE-LA-GAILLARDE  ;580.591.562;13509
Lajeunesse  ;Chappell  ;male  ;43;1/27/1981;180;87.2;12000;86 rue de Groussay           ;RODEZ               ;529.188.021;13510
Quiron      ;Alacoque  ;female;67;2/18/1957;169;67.4;13200;22 Avenue De Marlioz         ;ARLES               ;135.849.017;13511
Bonnet      ;Elita     ;female;37;7/30/1986;173;89.5;95220;85 rue des Lacs              ;HERBLAY             ;199.594.639;13512
Primeau     ;Mignonette;female;26;11/26/1997;158;60.2;34080;54 rue de la Mare aux Carats ;MONTPELLIER         ;433.962.026;13513
Boutot      ;Gilles    ;male  ;57;11/21/1966;166;99.5;63000;72 Rue de Strasbourg         ;CLERMONT-FERRAND    ;494.921.589;13514
Brault      ;Maslin    ;male  ;70;7/14/1953;173;99.1;9000;97 rue Charles Corbeau       ;FOIX                ;591.389.102;13515
Salmons     ;Leal      ;male  ;27;11/3/1996;179;68.7;91240;86 rue Gouin de Beauchesne   ;SAINT-MICHEL-SUR-ORG;122.677.052;13516
Camus       ;Paul      ;male  ;61;2/17/1963;171;75;60000;77 rue Jean Vilar            ;BEAUVAIS            ;327.471.369;13517
Bisaillon   ;Julien    ;male  ;34;10/6/1989;173;78.1;38500;69 Rue Bonnet                ;VOIRON              ;481.854.357;13518
Durand      ;Dreux     ;male  ;62;5/11/1962;177;68.4;66000;10 rue Clement Marot         ;PERPIGNAN           ;472.378.183;13519
Benjamin    ;Christien ;male  ;20;9/30/2003;187;95.7;87280;94 rue Léon Dierx            ;LIMOGES             ;501.785.415;13520
Quirion     ;Isaac     ;male  ;46;12/22/1977;183;105.9;51200;4 Rue du Palais              ;ÉPERNAY             ;364.491.979;13521
Boutot      ;Élodie    ;female;21;5/1/2003;166;88.5;92320;61 rue du Gue Jacquet        ;CHÂTILLON           ;198.357.690;13522
Lapointe    ;Françoise ;female;64;1/20/1960;164;70.6;31500;6 quai Saint-Nicolas         ;TOULOUSE            ;573.345.871;13523
Lagueux     ;Belda     ;female;68;9/30/1955;154;96.9;34090;53 rue de la Mare aux Carats ;MONTPELLIER         ;446.142.548;13524
Garceau     ;Arridano  ;male  ;27;3/26/1997;174;107.3;93120;75 rue des Soeurs            ;LA COURNEUVE        ;173.139.119;13525
Parizeau    ;Sabine    ;female;20;8/7/2003;164;73;59700;30 Rue de la Pompe           ;MARCQ-EN-BAROEUL    ;399.070.985;13526
Dubois      ;Sacripant ;male  ;63;6/8/1960;185;66.5;68200;57 rue des Coudriers         ;MULHOUSE            ;351.385.208;13527
Forest      ;Marc      ;male  ;20;1/27/2004;174;76.5;97410;66 rue Gouin de Beauchesne   ;SAINT-PIERRE        ;298.343.959;13528
Rocher      ;Curtis    ;male  ;60;11/25/1963;186;83.5;97440;47 rue de l'Epeule           ;SAINT-ANDRÉ         ;212.370.437;13529
Migneault   ;Fanchon   ;female;49;9/14/1974;163;63.4;27000;47 rue Charles Corbeau       ;ÉVREUX              ;275.605.630;13530
Joly        ;Lucille   ;female;28;1/14/1996;175;54.7;31770;44 Place de la Gare          ;COLOMIERS           ;517.165.818;13531
Leroy       ;Russell   ;male  ;76;2/18/1948;175;73.5;97419;39 rue de l'Aigle            ;LA POSSESSION       ;205.527.392;13532
Huard       ;Nicolas   ;male  ;47;1/17/1977;170;64.6;97450;51 avenue du Marechal Juin   ;SAINT-LOUIS         ;290.877.517;13533
Thivierge   ;Christelle;female;25;9/9/1998;159;87.2;6100;54 rue des Chaligny          ;NICE                ;469.186.257;13534
Lapierre    ;Fletcher  ;male  ;70;12/24/1953;166;74.2;69150;20 Cours Marechal-Joffre     ;DÉCINES-CHARPIEU    ;497.945.551;13535
Benjamin    ;Ansel     ;male  ;38;2/15/1986;189;74.1;94220;65 place Maurice-Charretier  ;CHARENTON-LE-PONT   ;126.475.243;13536
Morneau     ;Marshall  ;male  ;24;4/14/2000;169;89;59760;57 avenue Ferdinand de Lessep;GRANDE-SYNTHE       ;249.825.916;13537
Latourelle  ;Pensee    ;female;46;12/27/1977;162;87;84200;41 rue Porte d'Orange        ;CARPENTRAS          ;447.760.907;13538
Meilleur    ;Germain   ;male  ;53;3/14/1971;181;73;75020;80 Faubourg Saint Honoré     ;PARIS               ;129.046.907;13539
Arnoux      ;Gérard    ;male  ;82;7/31/1941;168;88.2;67000;75 rue Descartes             ;STRASBOURG          ;350.154.442;13540
Lesage      ;Sophie    ;female;43;5/17/1980;171;61.1;93400;65 rue Gouin de Beauchesne   ;SAINT-OUEN          ;186.331.535;13541
Gour        ;Arber     ;male  ;63;5/9/1961;171;67.2;37200;88 avenue Jean Portalis      ;TOURS               ;206.862.607;13542
Guilmette   ;Alfred    ;male  ;79;9/10/1944;167;82.5;93200;23 rue des Nations Unies     ;SAINT-DENIS         ;160.608.690;13543
Boutot      ;Maureen   ;female;78;4/19/1946;161;61;87000;2 Chemin Challet             ;LIMOGES             ;523.207.876;13544
Tanguay     ;Oriel     ;female;23;7/3/2000;169;90.7;69005;91 rue Banaudon              ;LYON                ;403.392.864;13545
Beaudoin    ;Wyatt     ;male  ;24;8/8/1999;187;96.8;83200;2 rue du Fossé des Tanneurs  ;TOULON              ;473.302.253;13546
Crête       ;Clovis    ;male  ;37;5/23/1986;181;105;6160;96 rue des Soeurs            ;JUAN-LES-PINS       ;455.264.505;13547
Chnadonnet  ;Mason     ;male  ;32;1/17/1992;170;78.5;11100;19 rue de Raymond Poincaré   ;NARBONNE            ;444.229.429;13548
Audet       ;Victorine ;female;41;8/25/1982;163;88.6;57200;91 rue des six frères Ruellan;SARREGUEMINES       ;398.246.271;13549
Bertrand    ;Honore    ;female;64;1/10/1960;171;91.9;19100;2 rue Grande Fusterie        ;BRIVE-LA-GAILLARDE  ;531.463.161;13550
Des Meaux   ;Pauline   ;female;57;7/29/1966;161;60.2;92300;46 rue du Paillle en queue   ;LEVALLOIS-PERRET    ;168.211.355;13551
Dodier      ;Roux      ;female;49;1/21/1975;170;59.8;92000;9 place Stanislas            ;NANTERRE            ;137.263.895;13552
Coupart     ;Arienne   ;female;35;5/9/1989;164;66.6;92500;13 rue de l'Epeule           ;RUEIL-MALMAISON     ;130.741.896;13553
Fréchette   ;Eustache  ;male  ;76;12/3/1947;169;89.4;94200;8 route de Lyon              ;IVRY-SUR-SEINE      ;150.468.520;13554
Vincent     ;Auda      ;female;72;8/1/1951;162;53.7;38200;88 Place du Jeu de Paume     ;VIENNE              ;444.215.776;13555
Gregoire    ;Magnolia  ;female;54;8/17/1969;153;60.8;78500;46 rue du Président Roosevelt;SARTROUVILLE        ;105.634.220;13556
Fremont     ;Tearlach  ;male  ;48;3/5/1976;185;67.2;2000;50 Place Napoléon            ;LAON                ;394.837.488;13557
Labrecque   ;Étienne   ;male  ;24;12/19/1999;183;103.5;6160;51 rue des Soeurs            ;JUAN-LES-PINS       ;447.310.206;13558
Sarrazin    ;Campbell  ;male  ;62;5/5/1962;169;109.2;93140;81 avenue de l'Amandier      ;BONDY               ;179.793.207;13559
Brousseau   ;Marcel    ;male  ;49;12/12/1974;178;102.1;18000;31 rue Petite Fusterie       ;BOURGES             ;200.442.343;13560
Henrichon   ;Corette   ;female;81;1/26/1943;164;84.2;97470;90 rue des Nations Unies     ;SAINT-BENOÎT        ;262.540.914;13561
Gagné       ;Alaine    ;female;37;1/22/1987;156;76.9;58000;16 rue des Chaligny          ;NEVERS              ;336.221.704;13562
Grignon     ;Alexandrie;female;31;4/8/1993;162;66.1;54100;9 place Stanislas            ;NANCY               ;395.122.768;13563
Séguin      ;Stéphane  ;male  ;55;1/30/1969;185;90.3;19100;92 rue Grande Fusterie       ;BRIVE-LA-GAILLARDE  ;563.161.953;13564
Fugère      ;Merci     ;female;77;10/14/1946;151;106.4;76200;37 Cours Marechal-Joffre     ;DIEPPE              ;203.656.706;13565
LaGarde     ;Neville   ;male  ;53;8/12/1970;166;109.8;95300;16 rue de Penthièvre         ;PONTOISE            ;341.730.763;13566
Bousquet    ;Verrill   ;male  ;84;11/18/1939;170;91.5;97480;7 rue du Château             ;SAINT-JOSEPH        ;294.279.011;13567
Vertefeuille;Heloise   ;female;49;3/6/1975;170;57;69300;65 Rue Marie De Médicis      ;CALUIRE-ET-CUIRE    ;412.724.097;13568
Caron       ;Tabor     ;male  ;48;7/2/1975;168;85.6;6100;75 rue des Chaligny          ;NICE                ;469.835.774;13569
Grivois     ;Desire    ;male  ;54;6/14/1969;185;101.1;92270;77 avenue de l'Amandier      ;BOIS-COLOMBES       ;177.868.824;13570
Bellemare   ;Christelle;female;82;8/17/1941;162;90.3;4000;71 rue des lieutemants Thomaz;DIGNE-LES-BAINS     ;405.142.295;13571
Brunault    ;Cerise    ;female;35;5/15/1989;169;60.5;1100;10 boulevard Amiral Courbet  ;OYONNAX             ;428.568.008;13572
Chalifour   ;Frédérique;female;82;12/30/1941;167;92.3;91210;99 rue Cazade                ;DRAVEIL             ;123.557.316;13573
Marier      ;Christian ;male  ;56;5/17/1967;181;70.5;80100;35 rue Gontier-Patin         ;ABBEVILLE           ;325.210.179;13574
Paquin      ;Amaury    ;male  ;60;10/16/1963;173;91.6;33150;7 rue Porte d'Orange         ;CENON               ;520.222.678;13575
Courcelle   ;Agate     ;female;54;6/22/1969;154;81.1;62110;65 rue des Lacs              ;HÉNIN-BEAUMONT      ;361.706.569;13576
Langlois    ;Christelle;female;37;1/6/1987;167;80.3;31170;9 quai Saint-Nicolas         ;TOURNEFEUILLE       ;568.387.591;13577
Grandpré    ;Baptiste  ;female;43;6/18/1980;158;84.6;95110;24 rue des six frères Ruellan;SANNOIS             ;125.482.191;13578
Paiement    ;Soren     ;male  ;69;3/9/1955;183;76.1;70000;28 Rue Frédéric Chopin       ;VESOUL              ;330.914.101;13579
Lafond      ;Dorene    ;female;77;6/4/1946;170;78;77176;86 rue du Président Roosevelt;SAVIGNY-LE-TEMPLE   ;132.027.929;13580
Bourgeau    ;Mariette  ;female;61;9/19/1962;157;82.3;8000;31 place Maurice-Charretier  ;CHARLEVILLE-MÉZIÈRES;333.587.192;13581
Bernier     ;Courtland ;male  ;54;5/5/1970;170;75.7;78140;41 boulevard d'Alsace        ;VÉLIZY-VILLACOUBLAY ;175.060.594;13582
Trépanier   ;Claude    ;male  ;63;1/6/1961;178;96.7;67500;38 Avenue des Tuileries      ;HAGUENAU            ;370.284.843;13583
Ratté       ;Gustave   ;male  ;58;12/26/1965;180;75.6;94300;45 rue Marguerite            ;VINCENNES           ;150.697.121;13584
Mousseau    ;Hortense  ;female;71;1/25/1953;165;76.9;75012;58 Place de la Madeleine     ;PARIS               ;167.953.139;13585
Courtois    ;Musette   ;female;80;5/26/1943;155;107.8;93170;57 Rue Joseph Vernet         ;BAGNOLET            ;155.851.537;13586
Jomphe      ;Gaston    ;male  ;72;8/3/1951;173;65.6;35000;75 rue Lenotre               ;RENNES              ;295.461.791;13587
Duranseau   ;Jérôme    ;male  ;47;3/2/1977;170;107.5;51100;57 rue Lenotre               ;REIMS               ;306.174.794;13588
Lamoureux   ;Joanna    ;female;65;11/4/1958;165;79.8;33400;64 rue du Faubourg National  ;TALENCE             ;524.774.155;13589
Lemaître    ;Chantal   ;female;38;3/3/1986;163;61.3;93270;55 avenue de Bouvines        ;SEVRAN              ;140.080.322;13590
Laforge     ;Angelique ;female;74;1/16/1950;162;57.6;94130;61 boulevard de Prague       ;NOGENT-SUR-MARNE    ;139.780.380;13591
Leduc       ;Rosamonde ;female;31;1/30/1993;162;48;94170;21 rue Goya                  ;LE PERREUX-SUR-MARNE;137.544.977;13592
Longpré     ;Platt     ;male  ;76;5/26/1947;163;93.2;52000;81 rue Ernest Renan          ;CHAUMONT            ;321.091.818;13593
Paulet      ;Natalie   ;female;81;12/21/1942;170;48.4;44800;46 rue du Château            ;SAINT-HERBLAIN      ;274.739.196;13594
Desnoyer    ;Frédéric  ;male  ;46;1/24/1978;185;90.1;59600;8 Quai des Belges            ;MAUBEUGE            ;363.900.978;13595
Descoteaux  ;Raymond   ;male  ;51;12/27/1972;182;111.2;93140;91 avenue de l'Amandier      ;BONDY               ;112.347.260;13596
Bourget     ;Burrell   ;male  ;49;2/2/1975;183;67.3;83300;76 rue des lieutemants Thomaz;DRAGUIGNAN          ;426.465.329;13597
Carrière    ;Arienne   ;female;44;2/14/1980;171;60.6;62100;13 Chemin Du Lavarin Sud     ;CALAIS              ;382.772.438;13598
Viens       ;Erembourg ;female;56;12/19/1967;162;58.7;56100;50 Rue Hubert de Lisle       ;LORIENT             ;292.409.173;13599
D'Aubigné   ;Belle     ;female;29;4/24/1995;156;100.9;37200;26 avenue Jean Portalis      ;TOURS               ;275.684.274;13600
Plourde     ;Claude    ;male  ;35;7/12/1988;168;68.7;93170;68 Rue Joseph Vernet         ;BAGNOLET            ;195.834.581;13601
Compagnon   ;Loyal     ;male  ;44;12/31/1979;186;114.1;78150;24 boulevard Aristide Briand ;LE CHESNAY          ;117.111.381;13602
Querry      ;Arlette   ;female;54;4/3/1970;168;53.2;93380;83 rue Clement Marot         ;PIERREFITTE-SUR-SEIN;126.157.414;13603
